reviewId,rating,reviewHeadline,reviewContent,reviewDate
OnePlus 2 16GB,4 stars,Almost mobile was good,One plus two is a good mobile as its price. I recently taken the mobile. I have found some heating issue. And I think battery backup is also less. Some times slow response. 74 users found this review helpful helpful?,"11 Jan 2016,"
OnePlus 2 16GB,4 stars,Four Stars,Absolutely worth it! It was delivered on the said date as well. 74 users found this review helpful helpful?,"11 Jan 2016,"
OnePlus 2 16GB,5 stars,25000 great deal,Awesome device. No heating issue no lag very fluid and responsive. Nice build quality and decent camera Don't expect this device as a flagship killer of 2016 74 users found this review helpful helpful?,"10 Jan 2016,"
OnePlus 2 16GB,1 stars,One Star,Damage 73 users found this review helpful helpful?,"10 Jan 2016,"
Intex Aqua Dream II,5 stars,Five Stars,go for india 4 users found this review helpful helpful?,"19 Mar 2016,"
Intex Aqua Dream II,5 stars,Five Stars,Awesome phone slik and stylish.. 3 users found this review helpful helpful?,"05 May 2016,"
Intex Aqua Dream II,3 stars,Three Stars,"Good product, I m impress 3 users found this review helpful helpful?","08 Apr 2016,"
Intex Aqua Dream II,4 stars,Four Stars,very nice 3 users found this review helpful helpful?,"18 Dec 2015,"
Intex Aqua Dream II,3 stars,Three Stars,what mean rear camera 2 mega pixul and front 8 meha pixul 3 users found this review helpful helpful?,"24 Nov 2015,"
Micromax Canvas Xpress 2,4 stars,Micromax Canvas Xpress E313,"Good fast octa-core processor, RAM worth 1Gb, Nyc 5.0 '' HD display but avg. shapness, Best thing is Corning gorilla glass protection, Rear Camera is excellent but front cam is avg. Battery seems gud But OK.. Best budget phone around 6000/- Pros Rear Camera with awesome functions....Battery is quite Gud...Fast running octa-core processor, Corning gorilla glass protection... And most Imp. thing is Best budget phone around 6000/- Cons All phones&#39;ve some gud & bad features too....In this product, Front camera is avg. of 2MP , Avg. sharpness phone & RAM is OK... 19 users found this review helpful helpful?","29 Jul 2015,"
Micromax Canvas Xpress 2,5 stars,Another milestone from micromaxxx,"Good device at this price,having 13 megapixel rear camera and front facing is also good in compare to previous version of micromax,,,,in nutshell its good device...and u can easily go for it Pros 13 mega pixel,good processor Cons average front facing 10 users found this review helpful helpful?","30 Jul 2015,"
Micromax Canvas Xpress 2,5 stars,Octa Core Processor,Micromax yes Micromax Nothing is anything always giving features in low budget. i think this phone is perfect because price is not greater than 7000 so its very good. Pros Octa Core Processor is best point in this phone with powerful battery. Cons Superb Phone 10 users found this review helpful helpful?,"30 Jul 2015,"
Micromax Canvas Xpress 2,4 stars,Kudos to Micromax...Best phone @5999 in the market today,"Happy to buy this phone. Best phone @ Rs.5999...no problem at all..Slim and light weight,HD screen and cristal clear with no lag at all.Premium looks. Camera is just amazing...can click pics in total dark...Battery backup is above average. Pros Corning gorilla glass 3 protection,Sleek design & Light weight Cons Average front camera ( but still better then others) 9 users found this review helpful helpful?","11 Aug 2015,"
Micromax Canvas Xpress 2,4 stars,gsm sim,can it be used with both gsm sim ? plz tell me Pros design Cons wcdma second sim 8 users found this review helpful helpful?,"10 Aug 2015,"
Panasonic Love T10,3 stars,Three Stars,not bad. 4 users found this review helpful helpful?,"12 May 2016,"
Panasonic Love T10,4 stars,Four Stars,Lovely love t10 4 users found this review helpful helpful?,"29 Feb 2016,"
Panasonic Love T10,4 stars,Four Stars,Simple Product 2 users found this review helpful helpful?,"04 May 2016,"
Panasonic Love T10,4 stars,Value For Money,"Gifted this to my mom....her 1st ever Android phone....simply awesome phone for about 3200 rupees...and that too from a great brand like Panasonic....rock solid, nice looking and easy to use (even for the 1st time Android phone user like my.mom).... 2 users found this review helpful helpful?","27 Oct 2015,"
Panasonic Love T10,5 stars,Five Stars,Very good 1 users found this review helpful helpful?,"27 Apr 2016,"
IBall Andi 4.5 O Buddy,1 stars,POOR BATTERYGETS HEATED,poor battery--does not go even for 12hrs without any data use and and other applications. ASdvised not to buy 0 users found this review helpful helpful?,"08 Dec 2015,"
IBall Andi 4.5 O Buddy,1 stars,poor battery,Battery poor..does not go even for half day in normal use 0 users found this review helpful helpful?,"02 Dec 2015,"
IBall Andi 4.5 O Buddy,1 stars,poor battery,Battery poor..does not go even for half day in normal use 0 users found this review helpful helpful?,"02 Dec 2015,"
IBall Andi 4.5 O Buddy,2 stars,Two Stars,Phone bahut jaldi garam ho jata hai.. 1 users found this review helpful helpful?,"11 May 2016,"
IBall Andi 4.5 O Buddy,5 stars,Five Stars,Camera quality is good but front is bad and mobile was best 1 users found this review helpful helpful?,"18 Oct 2015,"
IBall Cobalt 6,2 stars,Camera poor,Camera performance is worse 0 users found this review helpful helpful?,"03 Dec 2015,"
IBall Cobalt 6,2 stars,Camera poor,Camera performance is worse 0 users found this review helpful helpful?,"03 Dec 2015,"
IBall Cobalt 6,3 stars,specifications are good but the android version used is old one don't ...,specifications are good but the android version used is old one don't allow to move app to SD card thus consuming internal memory.Though internal memory shown is 16 GB but the available is only less than 8GB. It would be a good phone if the manufacturer think about updating android version. 1 users found this review helpful helpful?,"25 Oct 2015,"
IBall Cobalt 6,1 stars,bakwas phone hai,Heating problem. 16mp Camera in not good.for details contact 9336676555 0 users found this review helpful helpful?,"27 Sep 2015,"
IBall Cobalt 6,2 stars,NOT a good phone,the battery overheats..and its bulky. camera although 16 gb isnt sharp. could have been better also UI is sluggish 0 users found this review helpful helpful?,"20 Sep 2015,"
IBall Andi 5K Infinito2,5 stars,Good to buy,"I am using last 10 days. Very Nice phone, Good Display, More camera options, excellent battery. 5 users found this review helpful helpful?","13 Aug 2015,"
IBall Andi 5K Infinito2,3 stars,Not As Expected to be,From the specs this phone looks beast but it isn't.1) It has MT8392 chipset worst performing Octa-Core CPU which is not mentioned in specification.2) For 4000 mah battery it should last at least for 11 hours SOT and this one died on 7hrs 20mns SOT from 100% to 1% On Power Saving mode. 3) since it is KitKat 4.4.2 you can't write on SD card(it means you can't delete or paste anything on SD card) otherwise you get 7.9 GB for Apps and for 4.48 GB for User data and 1.9 GB RAM as Internal storage. 4) For Benchmark lovers it scores 28800+ on Antutu 6.0 Tip... Root with Kingroot and Enable Write to SD and install greenify for more Battery life 2 users found this review helpful helpful?,"22 Dec 2015,"
IBall Andi 5K Infinito2,2 stars,Do not buy Iball andi 5k infinito2,"I am buying ""i-ball andi 5k infinito2"" but I am very disappointed after buying this model. there is a following major drawback of this model 1. company provide 4000 mah big battery but it's performance like only 1300 mah battery. after 100% charging its running only four to six hour hardly. 2. primary camera performance is not good as compare to mi4i. picture clarity is not good. 3. secondary camera performance is very poor for selfie capture. picture clarity is not good. 4. processor performance is also not good. it is hang when we scroll down or up fast in what's up contact. 2 users found this review helpful helpful?","04 Nov 2015,"
IBall Andi 5K Infinito2,5 stars,iball andi 5k infinito 2,What's the difference between iball andi Infinitio and Infinitio 2 and back cover are available ? 2 users found this review helpful helpful?,"28 Aug 2015,"
IBall Andi 5K Infinito2,5 stars,Five Stars,Very good phone at this pr.... 1 users found this review helpful helpful?,"28 Jan 2016,"
Lava Pixel V1,1 stars,Do not buy,"Camera clicks after 5 seconds of clicking capture button, even with fresh piece, without any apps installed. Quality is horrible. Heats up all the time. Home and back buttons are on the touchscreen itself, so effective display is only 5 inches and not 5.5. Not sure what is the bottom strip for. Rebooting takes 15 minutes, never ever reboot unless required! Not so great UI Expensive, for no features very poor Battery Pros 32 gb internal memory Cons Battery camera UI Performance Heating issues 11 users found this review helpful helpful?","05 Aug 2015,"
Lava Pixel V1,5 stars,Good Phone,Presently I am Using Lava Pixel V1 android1 phone..its very good design stylish & working very smoothly only one problem battery backup is not good others are ok. Pros very good phone Cons Camera Clarity is very good Running very fast. 11 users found this review helpful helpful?,"03 Aug 2015,"
Lava Pixel V1,4 stars,Good looking Power Smartphone,"Ahaan ;) It’s time for me to rush to online mobile store and bag the latest Pixel V1. Just heard about the launch of the new handset by LAVA. Of all the remarkable features, what delights me the most is its memory specifications. It has an internal storage of 32 GB. Now, that is something which certainly all other brands have failed to offer. Furthermore, it is expandable up to 32 GB. Pros It has an internal storage of 32 GB, Good looking, Fast working Cons There are no any specific problem 10 users found this review helpful helpful?","03 Aug 2015,"
Lava Pixel V1,4 stars,Absolutely fantastic phone to own,"Alert all selfie lovers out there!! LAVA Pixel V1 has finally launched and it’s time to hit the stores to get it!! The 8MP front camera is a dream for all those looking for the best camera while the 13MP rear camera is going to satisfy all your photography needs. Since it’s a Google software you are guaranteed to get the best without any lags. The expansive inbuilt memory takes care of all your apps downloading need while keeping them safe without the danger of them being deleted. Pros Good looking, Good battery Cons No specific problem 10 users found this review helpful helpful?","29 Jul 2015,"
Lava Pixel V1,4 stars,Very good smartphone,"I am frustrated as my phone keeps hanging very often. I need a phone which never hangs and also looks good with good picture quality and storage memory. So my friend told me about this new LavaPixel V1- Android one phone which is launching today!! The thing that attracted me the most was its never hanging feature and the 2 year upgrade policy. Pros Good looking, fast, User friendly Cons there is no problem 6 users found this review helpful helpful?","28 Jul 2015,"
IBall Andi 5U Platino,5 stars,Five Stars,GOOD 3 users found this review helpful helpful?,"30 Jan 2016,"
IBall Andi 5U Platino,4 stars,Four Stars,How many mega pixels front and rear cameras 3 users found this review helpful helpful?,"30 Aug 2015,"
IBall Andi 5U Platino,5 stars,nice awesome mobile,great mobile phone .. 0 users found this review helpful helpful?,"13 May 2016,"
IBall Andi 5U Platino,5 stars,Very Good,One of the best mobile phone at so low price. As per price excellent feature and working very fine 0 users found this review helpful helpful?,"01 May 2016,"
IBall Andi 5U Platino,3 stars,Good Product,good super 0 users found this review helpful helpful?,"23 Feb 2016,"
Motorola Moto G (3rd Gen) 8GB,4 stars,Four Stars,Good phone 398 users found this review helpful helpful?,"14 May 2016,"
Motorola Moto G (3rd Gen) 8GB,4 stars,as she needs a good camera. I must say the camera of dis ...,"I ordered this phone for my sis, as she needs a good camera. I must say the camera of dis phone in dis range is unbeatable. Apart from camera all other features are also good as per price. I get it dis @ 10049. And amazon returned me 10% discount in the offer. Thanks amazon n moto. 398 users found this review helpful helpful?","13 May 2016,"
Motorola Moto G (3rd Gen) 8GB,5 stars,Five Stars,Excellent 398 users found this review helpful helpful?,"13 May 2016,"
Motorola Moto G (3rd Gen) 8GB,1 stars,Charge drying fast,My mobile is off at all time and this is waste mobile 398 users found this review helpful helpful?,"13 May 2016,"
Motorola Moto G (3rd Gen) 8GB,5 stars,Five Stars,Good mobile phone 398 users found this review helpful helpful?,"12 May 2016,"
Intex Aqua Star 2 16GB,1 stars,worst piece,Worst piece i saw ever!! Feature says camera 8 mp bt it gives output like vga....pls dont buy it... 2 users found this review helpful helpful?,"13 Apr 2016,"
Intex Aqua Star 2 16GB,1 stars,Don't want to replace just manage it's payment,I don't want to replace it I want to manage it's payment with other order 1 users found this review helpful helpful?,"18 Apr 2016,"
Intex Aqua Star 2 16GB,1 stars,None can be bad than this,Do not even think to buy this phone. I have purchased this one 1 month back & it is getting me into problem consistently. The company is not responding in unfair manner sice then. Totally rubbish! 1 users found this review helpful helpful?,"26 Dec 2015,"
Intex Aqua Star 2 16GB,5 stars,Five Stars,Excellent mobile 0 users found this review helpful helpful?,"29 Apr 2016,"
Intex Aqua Star 2 16GB,5 stars,Intax aqua star 2,I like This mobile . Very good batters 0 users found this review helpful helpful?,"17 Apr 2016,"
IBall Andi HD6,No rating,affordable mobile,I have purchased iball andi HD6 through Shopcj. this is very good. but it is not supporting any memory card 0 users found this review helpful helpful?,"10 May 2016,"
IBall Andi HD6,1 stars,Battery back up very Poor,This mobile battery back up hardly 3 to 4 hr only. if any one purchases this mobile please check another option. mobile looking good but you must carry charger on your bag. 2 users found this review helpful helpful?,"04 Nov 2015,"
IBall Andi HD6,5 stars,Excellent phone,"Excellent phone in this price. I never expect this. Iball great within few year will become market leader in mobile phones. What an hd quality, very excellent sound, very good body with free back cover.6 inch screen with good resolution. Touch is excellent no issues i used only 45 minutes.it is its first day. I will give more feedback in comming days.packing good delivery excellent. 2 users found this review helpful helpful?","14 Aug 2015,"
IBall Andi HD6,5 stars,Five Stars,Irshadsawant47@mail.com 1 users found this review helpful helpful?,"06 May 2016,"
IBall Andi HD6,5 stars,Five Stars,Very good phone and very better in this price everyone should buy these 1 users found this review helpful helpful?,"27 Mar 2016,"
Gionee Pioneer P2M,4 stars,Good,"Good battery&performance at the same pricerange phones, RS 5500 0 users found this review helpful helpful?","04 Feb 2016,"
Gionee Pioneer P2M,2 stars,1 4 inch screen so for all those who don't want to feel like they are holding a brick to their ear each ...,"Pros: 1) 4 inch screen so for all those who don't want to feel like they are holding a brick to their ear each time they call, this size is ideal! 2) Par excellent battery life 3) Overall specs for the price are good; has Android Lollipop in it. Cons: 1) Someone mentioned in another review the the Call App crashed each time the loudspeaker option is turned on. I faced the same issue; was told to take it to their store to get it fixed. I just chose to upgrade the application while connected on Wifi and that seemed to solve my problem. But it is strange that such an error should come up in the first place. Shows that the UI is not thoroughly tested! 2) Worst problem I am facing is that each time I am browsing an app like Gmail or LinkedIn or say browsing the news on Economic Times, the particular app just reboots and goes off the page I am currently on. While the phone does not reboot, the app itself goes back to a previous page for no rhyme or reason. Has resulted in me having to keep hitting the save draft button each time I am keying in an email. Will try to see if this problem goes away after trying another upgrade. 3) Front camera is horrible... equivalent camera in my earlier Panasonic T11 phone had much better clarity. 4) Sound quality could have been better. 5) Data connectivity is sketchy. 6) The power on/off button on the right side tends to be depressed while speaking and has resulted in calls getting disconnected a few times. Should have been on the top of the phone. Perhaps there is a way to set such that call does not get disconnected even if the button is pressed, but then maybe I have not figured it out yet. 7) SARS value is also quite high for the phone, hence better to use earphone than holding it close to the ear. 8) Weight of the phone is higher. Overall, just an OK low cost phone, which seems to have high specs but which does not deliver as expected.. read more ? 4 users found this review helpful helpful?","11 Apr 2016,"
Gionee Pioneer P2M,4 stars,good compact phone,"good mobile with some features that I wished to have in my current mobile too like taking snapshot, android 5.1, 16gb storage, camera is not blurry even if you shake while taking images then also it takes still photos. The problem i found in mobile was: 1. No inbuilt support for speed dial. You need a 3rd party app for it 2. placing loudspeaker on whilecall makes application to crash 3. Didn't liked the ui a lot Pros: 1. camera is good, front camera too works fine in low light 2. sound is loud and clear as compared the music sound with android one micromax 3. nice alarm app ui 4. alarm stop gester 5. hotknot : tap 2 mobiles and take data 6. call voice is clear 7. awesome battery : when fully charged with low activity battery works for nearly 20 hrs 8. nice processor 9. 1 gb ram 10. 16gb inbuilt memory its a good phone, value for money 4 users found this review helpful helpful?","02 Aug 2015,"
Gionee Pioneer P2M,1 stars,One Star,not god 2 users found this review helpful helpful?,"22 Feb 2016,"
Gionee Pioneer P2M,5 stars,Gionee P2M The best budget phone.,I bought this phone from Gionee Store as it was cheaper there as compared to Flipkart. This is the best budget smart phone with just no lag and fantastic battery backup. Close your eyes and just go for it. The build quality is superb. 2 users found this review helpful helpful?,"14 Nov 2015,"
Lava Flair Z1,4 stars,Absolutely fantastic phone,I’m looking for a phone to gift my not so tech savvy mom and the LAVA Flair Z1 fits the spot perfectly. It is so well priced yet offers quite a lot of features such as the 5” touch screen along with 5MP rear and 2MP front camera along with Android Lollipop and 1.3GHz Quad core processor which allows for smooth operation without any issues. Pros Android Lollipop and 1.3GHz Quad core processor Cons There is no problem to deviced 3 users found this review helpful helpful?,"04 Aug 2015,"
Lava Flair Z1,1 stars,"5 MP camera not working good, i tried to take photo of it's IMEI ...","I have purchase Lava Flair Z1 (White), 5 MP camera not working good, i tried to take photo of it's IMEI no. written on the box, photo looks hazy, not readable. And Big Issue, it is not connecting to my F & D F550x Blutooth Wireless Multimedia speaker. Help me. 07739973197 4 users found this review helpful helpful?","06 Apr 2016,"
Lava Flair Z1,5 stars,Its a great product in this price range,"Its a great product in this price range, I chose this product over Micromax Canvas spark and I am completely satisfied with the product. I have used other Lava products too and found quality to be satisfactory. 1GB RAM helps me run multiple apps at one time and battery lasts throughout the day. If you a re looking for a low budget phone this is a god bet... 2 users found this review helpful helpful?","18 Sep 2015,"
Lava Flair Z1,1 stars,SIM2 Does not work. Faulty Phone.,"Please do not buy this phone. I took a chance looking at the specs and purchased this one over Motorola. The biggest issue with the phone is that you cannot use SIM2. It simply shows out of coverage area. I tried with different SIMs, same problem. I don't know whether it was my piece or overall Z1 flair, but I would really recommend staying away from this.Also, the design and camera were good, but the display was washed out. So overall, considering the SIM2 problem, i would give it 1 star at the most. Please get something else like Moto E (2nd Gen) instead of this. 2 users found this review helpful helpful?","14 Sep 2015,"
Lava Flair Z1,5 stars,Five Stars,Excelent product at this price 1 users found this review helpful helpful?,"05 May 2016,"
Vivo V1 Max,5 stars,very good,Nice phone 2 users found this review helpful helpful?,"06 Dec 2015,"
Vivo V1 Max,4 stars,EXCELLENT PHONE,Snapdeal delivered it fast.Vivo all features are working well.nice speed.no heating problem.Speakers are best.Data speed is good.Overall very nice phone.i like it very much Pros Snapdeal delivered it fast.Vivo all features are working well.nice speed.no heating problem.Speakers are best.Data speed is good.Overall very nice phone.i like it very much Cons 0 users found this review helpful helpful?,"10 Feb 2016,"
Vivo V1 Max,5 stars,Its in comparison of I phone 5,It is a best mobile some people write the wrong review. 4 users found this review helpful helpful?,"08 May 2016,"
Vivo V1 Max,5 stars,Five Stars,Superb phone :-) :-) :-) 4 users found this review helpful helpful?,"02 Apr 2016,"
Vivo V1 Max,4 stars,Good phone but not feature rich,Handset is good but basically using a memory card u can use it as single sim phone only. Speed and performance is good. Battery depends on usage. In new phone only 9 GB memory is available for user. U need to download an app drawer to enjoy phone. Best feature is its Hi-Fi that is High Fidelity means original rich sound. 4 users found this review helpful helpful?,"25 Mar 2016,"
Makviz Mini E1,4 stars,small and cute,"This phone is small and cute ,very easy to handle with my smartphone,whenever my smart p-hone battery dry,the E1 is option,it has a unique feature which connects with smart phone vie Bluetooth.. 0 users found this review helpful helpful?","20 May 2015,"
Xiaomi Mi4i 32GB,4 stars,Ramu,Good 2 users found this review helpful helpful?,"01 Dec 2015,"
Xiaomi Mi4i 32GB,5 stars,goodgood,Previous 9month experience iam tolding frds excellent phone but heating staring I will trouble then I updated software slovedproblem 0 users found this review helpful helpful?,"12 Feb 2016,"
Xiaomi Mi4i 32GB,5 stars,Inuganti VENKATARAO,Very good mobile 0 users found this review helpful helpful?,"14 Mar 2016,"
Xiaomi Mi4i 32GB,5 stars,Phenominal device. Beast crafted,Really a device u ned to wait for.... Superb display... Feels exubrant.... Classic slim sexy design... With smooth back pannel... Camera is even better than desire 820... Miui does not lags.... U need to update to latest miui to set some issues.... Working suberb for me.. Bought it in 21jan2016 Worth every penny..... U will feel the differnce bt this and the other phns in this range 0 users found this review helpful helpful?,"30 Jan 2016,"
Xiaomi Mi4i 32GB,5 stars,Good phone,"It's a very good phone, has lots of different interesting themes.. Camera quality is amazing.. Heats up a lil sometimes .. Sound quality is decent.. Overall a very good phone for that price .. 0 users found this review helpful helpful?","13 Jan 2016,"
Videocon Infinium Z41 Lite Plus,4 stars,Nice,"A Compact phone for this price..if you don't need any advance options like gaming,multi processing...you an go for it... 0 users found this review helpful helpful?","26 Mar 2016,"
Videocon Infinium Z41 Lite Plus,2 stars,Not recommended to purchase Videocon Infinium Z41,Its been disappointment for me to buy this product because its not working properly after started using this phone. Within two weeks I have to use speaker mode while picking up the phone. In-built speaker is not working properly and give distortion voice. 0 users found this review helpful helpful?,"20 Mar 2016,"
Videocon Infinium Z41 Lite Plus,5 stars,Exilent product,Good quality product 0 users found this review helpful helpful?,"13 Mar 2016,"
Videocon Infinium Z41 Lite Plus,1 stars,Videocon Z41 Lite,Very bad quality. Battery backup is very bad. So do not buy this product. It is very slow................................................................ 0 users found this review helpful helpful?,"16 Feb 2016,"
Videocon Infinium Z41 Lite Plus,5 stars,missing PC suit for connecting OTG,"all is okay condition whn i recvd the phne.. but only the software part missing from videocon website download section....,thn how we connect thru PC for file transfering and internet thru GPRS.... 0 users found this review helpful helpful?","12 Jan 2016,"
Hi-Tech Amaze S2,2 stars,Seems a Sugar coated Capsule,"Low Audible Speaker, Low Audible Ringer Fast Draining Power while Talking. 1 users found this review helpful helpful?","29 Apr 2016,"
Hi-Tech Amaze S2,2 stars,"Phone is good, battery not so much","Features run well, but battery back up is terrible, you keep it at 100 percent charge no use lets say for 3 hours or so, automatically comes down to 30%. Major setback. Has to be charged every once in a while in just one day. 1 users found this review helpful helpful?","25 Oct 2015,"
Hi-Tech Amaze S2,5 stars,perfect smart phone,It was amazing smartphone Everything is good superb display superb internet browsing... Perfectly working both sim superb both camera nice bettary backup I luv this phone.. 0 users found this review helpful helpful?,"17 Apr 2016,"
Hi-Tech Amaze S2,5 stars,hitect amaze s2....dil ki deal...really awesome...,Awesome mobile....gud features...n easy to use.. All gud things in one mobile..perfect and i really use it....dil ki deal in snapdeal.. 0 users found this review helpful helpful?,"16 Apr 2016,"
Hi-Tech Amaze S2,1 stars,not happy with the features of the mobile,specification of the mobile is not same as prescribed in the website. battery not available easily in the market. 9840406631. 0 users found this review helpful helpful?,"06 Apr 2016,"
LG Bello II,1 stars,Average phone,I bought this mobile one week back. Display not at all good. Camera is also below average. 3G is not working effectively. I don't think it is good value for your money 2 users found this review helpful helpful?,"31 Aug 2015,"
LG Bello II,5 stars,Value for Money,One of the nice mobile from LG with common design and budget range. Compare to some Chinese brands we can trust the quality and durability. More over there is no hanging issue and heating problem. Good SAR value also. 1 users found this review helpful helpful?,"30 Oct 2015,"
LG Bello II,5 stars,Awwssm phone,Nice phone nd its rate r gud in dis site 1 users found this review helpful helpful?,"07 Sep 2015,"
LG Bello II,5 stars,nice device,"Excellent phone but display need to be upgrade, otherwise i m loving it 0 users found this review helpful helpful?","13 Apr 2016,"
LG Bello II,5 stars,nice one for regular use.,is it not compatible to windows XP? 0 users found this review helpful helpful?,"05 Feb 2016,"
Yu Yureka Plus,5 stars,Great Phone in India,Nice Mobile But Battery Needs Bank(Power Bank) Pros Nice perfomance Excellent Camera Super !!! Cons The battery 52 users found this review helpful helpful?,"09 Aug 2015,"
Yu Yureka Plus,5 stars,Excellent Phone,Very Good Display.. Very Good Camera... Very Good build quality.. Very Good Performance.. Good Battery.. 2 users found this review helpful helpful?,"31 Jan 2016,"
Yu Yureka Plus,5 stars,problem on the statuesbar,Pls help 2 users found this review helpful helpful?,"29 Nov 2015,"
Yu Yureka Plus,5 stars,Awesome phone with descent looks,"Really nice mobile phone when it comes to its performance no leg at all, superb display a far better color reproduction by the display, both cameras work descent in day light or even in low light, the battery of this phone don't have any heating issue so don't get confused by reading fake reviews of some people here just go for it 1 users found this review helpful helpful?","08 Feb 2016,"
Yu Yureka Plus,2 stars,very hang phone very bad,bad bad bad bad dnt buy this phone its vry bad in gamming and bettry 1 users found this review helpful helpful?,"05 Feb 2016,"
Videocon V1535W,5 stars,Five Stars,good one 0 users found this review helpful helpful?,"25 Mar 2016,"
Videocon V1535W,1 stars,waste mobile voice quality is scrap,problem with this mobile is voice quality is so worst that you can not keep the phone near ears. pl dont buy 0 users found this review helpful helpful?,"09 Mar 2016,"
Videocon V1535W,1 stars,CHARGER NOT WORKING,I BOUGHT THIS PHONE IN DEC 2015 BUT AFTER TWO MONTHS CHARGER FAILED TO CHARGE THE BATTERY. VERY BAD. I THINK I SHOULD BUY MICROMAX OR SAMSUNG BAD PRODUCT OF VIDEOCON PLEASE DO NOT BUY THIS PHONE 0 users found this review helpful helpful?,"20 Feb 2016,"
Videocon V1535W,5 stars,Excellent Product,it is a good product 0 users found this review helpful helpful?,"09 Feb 2016,"
Videocon V1535W,4 stars,Good Product,I received in budget mobile nice performance good speaker sound but not yet received head phones Big screen in small phone 0 users found this review helpful helpful?,"30 Jan 2016,"
Champion SQ241 Power,4 stars,Four Stars,Very good mobile 1 users found this review helpful helpful?,"19 Mar 2016,"
Champion SQ241 Power,4 stars,Four Stars,best mobile at low price for all 1 users found this review helpful helpful?,"06 Dec 2015,"
Karbonn Titanium Mach One Plus,4 stars,It's a awesome phone I also bought one plus x from Amazon ...,It's a awesome phone I also bought one plus x from Amazon it's also awesome thanks to Amazon for their amazing phone I have got only one problem with karbonn is that its over heated 2 users found this review helpful helpful?,"20 Apr 2016,"
Karbonn Titanium Mach One Plus,5 stars,Five Stars,Awesome phone 2 users found this review helpful helpful?,"05 Apr 2016,"
Karbonn Titanium Mach One Plus,4 stars,Overall best buy in this price range,"As per spec's it performs that's the main feature of this phone.Good Look, Sleek , good overall UI and best speed without any hanging problem. Camera quality good but its better in good light area. Overall best buy in this price range of 6500 for any one wants to keep budget low but wants best features. 2 users found this review helpful helpful?","20 Nov 2015,"
Karbonn Titanium Mach One Plus,4 stars,Nice,The product is good for usage 1 users found this review helpful helpful?,"19 Apr 2016,"
Karbonn Titanium Mach One Plus,1 stars,BAD DEVICE,This Mobile battery is very poor camera quality is not good as much I thought it will not helping for any working 1 users found this review helpful helpful?,"28 Mar 2016,"
Karbonn K111 Selfie,1 stars,Attractive,Good mobile phone the application's are good selfie is good quality and running for sim is good 0 users found this review helpful helpful?,"24 Nov 2015,"
White Cherry Mi3,4 stars,That's Good Stuff,It is cheap phone and that's all the fact. But however the 2MP (Not 5MP) rear camera was as clear as 5Mp camera but lacks features. The phone was not so fast at processing but just met my expectation. Despite of some cons It was still a good budget phone. 0 users found this review helpful helpful?,"12 Apr 2015,"
Lava Iris X5 4G,4 stars,Awesome & Amazing,Recently came upon the specs for the new Lava Iris X5 4G. Pros: Pros 1. 5.0” HD display 2. 4G connectivity 3. 2GB RAM 4. 13MP rear and 8MP front camera Cons 1. Low battery life-2500 mAh battery 2. 1.3 GHz Quad core processor – could’ve opted for a more powerful processor 10 users found this review helpful helpful?,"07 Aug 2015,"
Lava Iris X5 4G,1 stars,Lava X5 4G,Camera is not good in low light .4g sim is not working properly 0 users found this review helpful helpful?,"08 Feb 2016,"
Lava Iris X5 4G,4 stars,battry performence,30%battry discharge very fast and than it performe good Some time phone feel extra warm But over all its a exilent budget smart phone i love it 0 users found this review helpful helpful?,"11 Dec 2015,"
Lava Iris X5 4G,5 stars,Five Stars,Excellent 23 users found this review helpful helpful?,"02 Apr 2016,"
Lava Iris X5 4G,5 stars,Just a perfect phone at this price...,"This is just a great product with spectacular looks!!! I have so many things to mention for this product but would not bore you with long review. To keep it short just mentioning the pros of this phone: Smoothest Touch screen I have experienced on a phone in this price range. Comfortable to hold and use in one hand as the phone is really slim. Battery lasts throughout the day, I charge it in morning and it runs throughout the day. Glass feeling on teh back cover gives a premium look to the phone. 13MP Camera gives very out great results. Front 8MP camera is awsome for selfies 2GB RAM, 16GB ROM and 4G support makes this the fastest product available in this price. Great Product. 22 users found this review helpful helpful?","05 Aug 2015,"
Panasonic T33,3 stars,Three Stars,Nice 3 users found this review helpful helpful?,"06 Feb 2016,"
Panasonic T33,4 stars,Four Stars,Handsome mobile 3 users found this review helpful helpful?,"01 Sep 2015,"
Panasonic T33,1 stars,I think it was a old and repair set it ...,I think it was a old and repair set it stop working display totally off. I cannot think what can I do. Please help me 1 users found this review helpful helpful?,"20 Apr 2016,"
Panasonic T33,3 stars,cheap and good not best,a good smartphone with a decent configuration .i won't compare it with a smartphone of samsung but can be used as a general purpose smartphone. 1 users found this review helpful helpful?,"19 Nov 2015,"
Panasonic T33,3 stars,NOT TOO BAD BELOW AVERAGE,"The battery drains too fast ,charges fast and drains fast this is my first experience with panasonic mobile ,the pic shown in the site not t33,options are very less compared to lenovo, coolpad..please think twice before going to buy this.dont see the brand name go for features. 0 users found this review helpful helpful?","15 Apr 2016,"
Spice Power 5855,5 stars,Nice Mobile,"But I am not expect this type of service from flipkart Send deference color My order Is Spice Power 5855(Titanium Grey) Price Rs. 1,590 flipkart send Spice Power 5855(Shining Silver) Price Rs. 1,479 but charged Rs. 1,590 really I am not expect this type of service from flipkart. 1 users found this review helpful helpful?","01 Feb 2016,"
